Hit,Z-score,rmsd,lali,nres,%id,Description
2yn1-B,11,2.2,95,105,20,LGPCA THIOREDOXIN                            
1ezk-A,11,3.2,123,149,15,TRYPAREDOXIN I                               
2yj7-A,11,1.9,93,105,22,LPBCA THIOREDOXIN                            
6h1y-B,11,2.1,95,107,18,"THIOREDOXIN 1,THIOREDOXIN (TRXA-1),THIOREDOXI "
2h76-A,11,2.2,95,108,17,THIOREDOXIN                                  
4xhm-A,11,1.8,94,110,26,THIOREDOXIN (TRX-3)                          
6kil-A,11,2.2,96,113,19,THIOREDOXIN                                  
2ajq-B,11,2.5,98,105,16,DNA PRIMER                                   
1w4v-D,11,2.4,97,109,19,"THIOREDOXIN, MITOCHONDRIAL                   "
6gn9-A,11,2.2,93,102,14,THIOREDOXIN                                  
2h73-A,11,2.2,94,108,18,THIOREDOXIN                                  
2yn1-A,11,2.2,95,105,20,LGPCA THIOREDOXIN                            
2h75-A,11,2.2,95,107,17,THIOREDOXIN                                  
3dxb-H,11,2.2,94,211,18,THIOREDOXIN N-TERMINALLY FUSED TO PUF60(UHM) 
4ulx-A,11,2.2,95,105,22,LPBCA-L89K THIOREDOXIN                       
6lur-E,11,2.2,94,211,18,"THIOREDOXIN 1,POLY(U)-BINDING-SPLICING FACTOR "
2vm1-B,11,2.3,98,110,26,THIOREDOXIN H ISOFORM 1.                     
1w89-B,11,2.3,97,110,19,THIOREDOXIN                                  
3m9j-A,11,2.4,96,105,19,THIOREDOXIN                                  
4cw9-B,11,2,93,104,24,THIOREDOXIN                                  
5g30-C,11,2.3,96,105,20,THIOREDOXIN                                  
2gvp-A,11,2.7,124,173,16,"SCO1 PROTEIN HOMOLOG, MITOCHONDRIAL          "
1nw2-E,11,2.1,94,105,19,THIOREDOXIN                                  
2vim-A,11,2.3,96,104,24,THIOREDOXIN                                  
1o8w-A,11,3,122,143,14,TRYPAREDOXIN                                 
2vlu-A,11,2.3,98,111,22,THIOREDOXIN H ISOFORM 2.                     
1xvq-A,11,2.5,116,160,19,THIOL PEROXIDASE                             
1sks-B,11,2.1,94,105,18,5'-                                           
5ikn-M,11,2.3,96,105,17,DNA-DIRECTED DNA POLYMERASE                  
1nw2-C,11,2.2,96,105,19,THIOREDOXIN                                  
1uvz-A,11,2.4,97,110,20,THIOREDOXIN                                  
1nw2-A,11,2.3,98,105,19,THIOREDOXIN                                  
1w89-F,11,2.4,98,108,16,THIOREDOXIN                                  
1o81-A,10.9,2.9,121,152,19,TRYPAREDOXIN II                              
1zzy-A,10.9,2.2,95,106,18,THIOREDOXIN 1                                
1skw-B,10.9,2.2,94,105,18,5'-                                           
1t7p-B,10.9,2.1,94,105,18,DNA (5'-D(P*GP*CP*CP*AP*GP*TP*GP*CP*CP*AP*2DA 
1tk8-B,10.9,2.1,94,105,18,5'-                                           
1tk0-B,10.9,2.2,93,105,18,5'-                                           
1x9m-B,10.9,2.1,94,105,18,5'-                                           
2fd3-A,10.9,2.2,95,108,17,THIOREDOXIN 1                                
1skr-B,10.9,2.1,93,105,18,5'-D(*CP*GP*AP*AP*AP*AP*CP*GP*AP*C*GP*GP*CP*C 
1tk5-B,10.9,2.2,95,105,17,5'-                                           
2eir-A,10.9,2.3,97,107,15,THIOREDOXIN 1                                
4kca-B,10.9,2.3,95,637,18,"ENDO-1,5-ALPHA-L-ARABINANASE                 "
2h70-A,10.9,2.3,95,107,18,THIOREDOXIN                                  
2l59-A,10.9,2.2,97,116,19,THIOREDOXIN                                  
2h6z-A,10.9,2.2,95,108,17,THIOREDOXIN                                  
2puk-G,10.9,2,94,105,19,"FERREDOXIN-THIOREDOXIN REDUCTASE, CATALYTIC C "
5hr3-B,10.9,2.3,97,107,16,THIOREDOXIN                                  
4x43-C,10.9,2.2,97,107,15,THIOREDOXIN-1                                
2yoi-B,10.9,2.4,97,106,22,LECA THIOREDOXIN                             
1uvz-B,10.9,2.3,95,110,19,THIOREDOXIN                                  
1uvz-F,10.9,2.5,96,108,18,THIOREDOXIN                                  
3gnj-B,10.9,2.1,94,108,17,THIOREDOXIN DOMAIN PROTEIN                   
4o32-B,10.9,2.1,88,90,13,THIOREDOXIN                                  
3gnj-D,10.9,1.8,94,110,17,THIOREDOXIN DOMAIN PROTEIN                   
6gd1-A,10.9,2.3,96,190,19,"THIOREDOXIN 1,ELAV-LIKE PROTEIN 1            "
5hr2-A,10.9,2.2,94,107,17,THIOREDOXIN                                  
2oe0-B,10.9,2.1,94,106,22,THIOREDOXIN-3                                
2oe1-A,10.9,2.1,94,106,22,THIOREDOXIN-3                                
3m9k-A,10.9,2.4,96,105,19,THIOREDOXIN                                  
1w89-E,10.9,2.3,97,110,19,THIOREDOXIN                                  
1w89-D,10.9,2.2,97,109,18,THIOREDOXIN                                  
2vm1-A,10.9,2.4,98,110,27,THIOREDOXIN H ISOFORM 1.                     
2oe1-B,10.9,2.1,94,106,22,THIOREDOXIN-3                                
2vm2-D,10.9,2.3,97,108,27,THIOREDOXIN H ISOFORM 1.                     
5ykw-A,10.9,2.1,94,106,20,"THIOREDOXIN-3, MITOCHONDRIAL                 "
5g2z-A,10.9,2.4,96,105,19,THIOREDOXIN                                  
4pok-A,10.9,2.4,96,106,20,THIOREDOXIN                                  
4pok-B,10.9,2.3,96,106,20,THIOREDOXIN                                  
3s9f-A,10.9,3.1,115,144,17,TRYPAREDOXIN                                 
1nw2-D,10.9,2.4,98,105,19,THIOREDOXIN                                  
5jy5-B,10.9,2.4,96,105,19,THIOREDOXIN                                  
2vlt-B,10.9,2.3,98,110,22,THIOREDOXIN H ISOFORM 2.                     
2vlv-A,10.9,2.3,98,111,22,THIOREDOXIN H ISOFORM 2.                     
4pom-B,10.9,2.4,96,107,20,THIOREDOXIN                                  
2vlt-A,10.9,2.3,98,111,22,THIOREDOXIN H ISOFORM 2.                     
2eio-B,10.9,2.3,96,107,19,THIOREDOXIN 1                                
2oe0-A,10.9,2.1,94,106,22,THIOREDOXIN-3                                
1sl2-B,10.9,2.1,93,105,18,5'-                                           
5j7d-D,10.9,2.5,98,106,14,DESIGNED THIOREDOXIN DF106                   
5ikn-K,10.9,2.4,97,105,16,DNA-DIRECTED DNA POLYMERASE                  
1xwa-A,10.9,2.2,96,111,24,THIOREDOXIN                                  
3nof-A,10.9,2.1,95,106,18,THIOREDOXIN TRXC                             
2rm5-A,10.8,2.7,121,167,8,GLUTATHIONE PEROXIDASE-LIKE PROTEIN          
1t8e-B,10.8,2.2,94,106,18,5'-                                           
1zcp-A,10.8,2.2,93,106,17,THIOREDOXIN 1                                
2fch-G,10.8,2.3,94,107,18,THIOREDOXIN 1                                
1x9s-B,10.8,2.3,95,105,17,5'-                                           
2trx-A,10.8,2.3,97,108,18,THIOREDOXIN                                  
2fch-A,10.8,2.2,93,106,18,THIOREDOXIN 1                                
1zzy-B,10.8,2.2,95,106,18,THIOREDOXIN 1                                
2fd3-B,10.8,2.3,94,108,18,THIOREDOXIN 1                                
3p2a-B,10.8,2,94,144,29,PUTATIVE THIOREDOXIN-LIKE PROTEIN            
2h6x-A,10.8,2.3,95,108,18,THIOREDOXIN                                  
5e4w-B,10.8,2.2,95,108,18,THIOREDOXIN-1                                
4hu7-B,10.8,2.2,95,104,17,THIOREDOXIN-1                                
3qou-A,10.8,2.1,98,282,13,PROTEIN YBBN                                 
1w4v-F,10.8,2.5,96,108,18,"THIOREDOXIN, MITOCHONDRIAL                   "
5hr1-E,10.8,2.2,94,106,18,THIOREDOXIN-1                                
1uvz-E,10.8,2.3,97,110,19,THIOREDOXIN                                  
5hr1-C,10.8,2.2,93,106,18,THIOREDOXIN-1                                
2voc-B,10.8,2.2,96,104,20,THIOREDOXIN                                  
3dyr-A,10.8,2.2,95,111,18,THIOREDOXIN-1                                
4knd-A,10.8,2.2,95,105,20,THIOREDOXIN                                  
4x43-B,10.8,2.3,97,108,16,THIOREDOXIN-1                                
6p7e-E,10.8,2.2,94,105,18,DNA-DIRECTED DNA POLYMERASE                  
6p7e-F,10.8,2.2,93,105,18,DNA-DIRECTED DNA POLYMERASE                  
6lur-H,10.8,2.2,94,211,18,"THIOREDOXIN 1,POLY(U)-BINDING-SPLICING FACTOR "
5hr1-D,10.8,2.2,93,107,18,THIOREDOXIN-1                                
6lur-D,10.8,2.2,94,213,18,"THIOREDOXIN 1,POLY(U)-BINDING-SPLICING FACTOR "
6gxg-B,10.8,3.2,119,147,18,TRYPAREDOXIN                                 
6gxy-A,10.8,3.3,119,145,17,TRYPAREDOXIN                                 
2oe3-B,10.8,2.2,93,104,24,THIOREDOXIN-3                                
2oe3-A,10.8,2.2,93,106,27,THIOREDOXIN-3                                
2vm2-B,10.8,2.2,95,107,23,THIOREDOXIN H ISOFORM 1.                     
5g30-B,10.8,2.6,97,105,22,THIOREDOXIN                                  
4pol-A,10.8,2.4,96,106,19,THIOREDOXIN                                  
1m7t-A,10.8,2.4,98,107,19,CHIMERA OF HUMAN AND E. COLI THIOREDOXIN     
2vlu-B,10.8,2.3,98,112,22,THIOREDOXIN H ISOFORM 2.                     
1ert-A,10.8,2.3,96,105,20,THIOREDOXIN                                  
1auc-A,10.8,2.4,96,105,19,THIOREDOXIN                                  
1sl1-B,10.8,2.1,94,105,18,5'-                                           
1gh2-A,10.8,2.2,97,107,18,THIOREDOXIN-LIKE PROTEIN                     
2vlv-B,10.8,2.3,98,113,22,THIOREDOXIN H ISOFORM 2.                     
2ppt-B,10.8,2.3,94,143,27,THIOREDOXIN-2                                
2yoi-A,10.8,2.6,97,106,22,LECA THIOREDOXIN                             
5zf2-A,10.8,1.7,92,103,17,"THIOREDOXIN (H-TYPE,TRX-H)                   "
3qdn-A,10.7,2,96,285,13,PUTATIVE THIOREDOXIN PROTEIN                 
4je1-A,10.7,2.7,123,174,14,PROBABLE THIOL PEROXIDASE                    
1x9w-B,10.7,2.1,93,105,18,5'-                                           
2eir-D,10.7,2.2,94,107,17,THIOREDOXIN 1                                
2eir-C,10.7,2.3,93,107,17,THIOREDOXIN 1                                
1zyq-B,10.7,2.2,94,105,18,5'-                                           
2eio-C,10.7,2.3,94,107,18,THIOREDOXIN 1                                
1oc8-B,10.7,3.1,122,145,19,TRYPAREDOXIN II                              
2eir-B,10.7,2.2,94,107,16,THIOREDOXIN 1                                
2ipa-A,10.7,2.2,94,104,19,THIOREDOXIN                                  
3vfi-A,10.7,2.2,92,104,16,THIOREDOXIN                                  
1xob-A,10.7,2.2,96,108,18,THIOREDOXIN                                  
4hu7-A,10.7,2.3,95,107,18,THIOREDOXIN-1                                
3p2a-A,10.7,2.2,97,145,30,PUTATIVE THIOREDOXIN-LIKE PROTEIN            
2tir-A,10.7,2.4,96,108,17,THIOREDOXIN                                  
1thx-A,10.7,2.1,95,108,17,THIOREDOXIN                                  
4o32-C,10.7,2.2,89,91,12,THIOREDOXIN                                  
5e4w-A,10.7,2.3,96,109,17,THIOREDOXIN-1                                
1w4v-E,10.7,2.3,97,110,19,"THIOREDOXIN, MITOCHONDRIAL                   "
4knd-B,10.7,2.4,95,104,21,THIOREDOXIN                                  
3ziv-A,10.7,2,92,104,23,AECA THIOREDOXIN                             
4hua-A,10.7,2.3,96,108,17,THIOREDOXIN-1                                
3dxb-F,10.7,2.2,94,211,18,THIOREDOXIN N-TERMINALLY FUSED TO PUF60(UHM) 
4hu9-A,10.7,2.2,96,108,16,THIOREDOXIN-1                                
3dxb-A,10.7,2.3,95,214,18,THIOREDOXIN N-TERMINALLY FUSED TO PUF60(UHM) 
6gd1-B,10.7,2.2,93,186,18,"THIOREDOXIN 1,ELAV-LIKE PROTEIN 1            "
6gxy-B,10.7,3.1,119,146,18,TRYPAREDOXIN                                 
4aj6-B,10.7,2.4,96,105,21,THIOREDOXIN                                  
6h7k-E,10.7,2.3,95,107,16,THIOREDOXIN 1                                
2fa4-A,10.7,2.5,96,104,20,THIOREDOXIN II                               
1o73-A,10.7,3.2,123,144,16,TRYPAREDOXIN                                 
5g2z-B,10.7,2.4,96,105,19,THIOREDOXIN                                  
4pom-A,10.7,2.4,96,107,19,THIOREDOXIN                                  
4pol-B,10.7,2.4,96,106,19,THIOREDOXIN                                  
1ep7-B,10.7,2.2,97,112,24,"THIOREDOXIN CH1, H-TYPE                      "
2hsh-A,10.7,2.4,96,105,19,THIOREDOXIN                                  
1nw2-F,10.7,2.2,96,105,21,THIOREDOXIN                                  
6q47-A,10.7,2.2,97,111,24,THIOREDOXIN H-TYPE                           
6i19-B,10.7,2.2,97,111,24,THIOREDOXIN H-TYPE                           
1aiu-A,10.7,2.2,96,105,20,THIOREDOXIN                                  
1erv-A,10.7,2.3,94,105,20,THIOREDOXIN                                  
1o85-A,10.7,3.2,124,143,15,TRYPAREDOXIN                                 
1o7u-A,10.7,3.2,122,143,16,TRYPAREDOXIN                                 
1nsw-C,10.7,2.2,96,105,19,THIOREDOXIN                                  
2fa4-B,10.7,2.6,96,104,22,THIOREDOXIN II                               
1syr-D,10.7,2.5,95,102,13,THIOREDOXIN                                  
3hz4-A,10.7,2.2,97,120,23,THIOREDOXIN                                  
2ypm-A,10.7,2.3,96,105,20,LAFCA THIOREDOXIN                            
5dbq-B,10.7,2.5,95,106,22,THIOREDOXIN                                  
4pob-B,10.7,2.2,95,105,21,THIOREDOXIN                                  
3ul3-A,10.6,2.1,91,103,12,THIOREDOXIN                                  
1keb-B,10.6,2.4,98,108,15,THIOREDOXIN 1                                
1zcp-D,10.6,2.3,93,106,17,THIOREDOXIN 1                                
1o81-B,10.6,3.2,122,144,18,TRYPAREDOXIN II                              
2gzz-A,10.6,2.1,93,104,17,THIOREDOXIN                                  
1xoa-A,10.6,2.2,95,108,17,THIOREDOXIN                                  
3p2a-C,10.6,2.1,94,141,29,PUTATIVE THIOREDOXIN-LIKE PROTEIN            
3p2a-D,10.6,2.1,94,142,29,PUTATIVE THIOREDOXIN-LIKE PROTEIN            
2h73-B,10.6,2.3,94,108,18,THIOREDOXIN                                  
1tho-A,10.6,2.3,95,109,18,THIOREDOXIN                                  
3nof-B,10.6,2,93,107,19,THIOREDOXIN TRXC                             
1w4v-B,10.6,2.3,95,110,19,"THIOREDOXIN, MITOCHONDRIAL                   "
5hr3-A,10.6,2.3,97,107,16,THIOREDOXIN                                  
1uvz-D,10.6,2.3,97,109,19,THIOREDOXIN                                  
6esx-B,10.6,2.4,96,110,25,THIOREDOXIN 1                                
2trx-B,10.6,2.4,96,108,17,THIOREDOXIN                                  
4kca-A,10.6,2.4,96,635,17,"ENDO-1,5-ALPHA-L-ARABINANASE                 "
6esx-C,10.6,2.4,96,111,25,THIOREDOXIN 1                                
5hr1-A,10.6,2.2,94,107,18,THIOREDOXIN-1                                
3kd0-A,10.6,2.5,96,104,19,THIOREDOXIN                                  
6p7e-G,10.6,2.2,94,105,18,DNA-DIRECTED DNA POLYMERASE                  
3m9j-B,10.6,2.4,94,105,19,THIOREDOXIN                                  
5g30-D,10.6,2.4,95,105,21,THIOREDOXIN                                  
6h7j-E,10.6,2.3,95,106,16,THIOREDOXIN 1                                
6q46-B,10.6,2.1,96,112,22,THIOREDOXIN H-TYPE                           
6q6u-A,10.6,2.2,97,111,21,THIOREDOXIN H-TYPE                           
6q6v-A,10.6,2.1,96,112,21,THIOREDOXIN H-TYPE                           
2ifq-B,10.6,2.4,96,105,19,THIOREDOXIN                                  
2hxk-B,10.6,2.4,96,105,19,THIOREDOXIN                                  
1syr-C,10.6,2.3,92,103,15,THIOREDOXIN                                  
6q6v-B,10.6,2.2,97,112,21,THIOREDOXIN H-TYPE                           
1ep8-B,10.6,2.1,97,112,22,"THIOREDOXIN CH1, H-TYPE                      "
6h7o-E,10.6,2.2,95,107,15,THIOREDOXIN 1                                
1erw-A,10.6,2.2,96,105,18,THIOREDOXIN                                  
1eru-A,10.6,2.4,96,105,18,THIOREDOXIN                                  
1nw2-H,10.6,2.2,96,105,21,THIOREDOXIN                                  
6q6u-B,10.6,2.1,96,110,21,THIOREDOXIN H-TYPE                           
6x0b-B,10.6,2.1,95,115,22,THIOREDOXIN H                                
1syr-I,10.6,2.3,92,102,13,THIOREDOXIN                                  
2iiy-A,10.6,2.4,96,105,20,THIOREDOXIN                                  
1syr-K,10.6,2.3,92,102,13,THIOREDOXIN                                  
1syr-L,10.6,2.2,91,102,15,THIOREDOXIN                                  
1ep7-A,10.6,2.1,97,112,22,"THIOREDOXIN CH1, H-TYPE                      "
1syr-E,10.6,2.3,94,102,13,THIOREDOXIN                                  
1syr-F,10.6,2.3,92,102,13,THIOREDOXIN                                  
3qfa-D,10.6,2.3,94,105,16,"THIOREDOXIN REDUCTASE 1, CYTOPLASMIC         "
1syr-B,10.6,2.3,92,102,13,THIOREDOXIN                                  
1ep8-A,10.6,2.2,97,112,22,"THIOREDOXIN CH1, H-TYPE                      "
3dxb-D,10.5,2.3,95,216,18,THIOREDOXIN N-TERMINALLY FUSED TO PUF60(UHM) 
2eiq-B,10.5,2.3,96,107,18,THIOREDOXIN 1                                
1sl0-B,10.5,2.3,95,105,17,5'-                                           
2eiq-A,10.5,2.2,93,107,18,THIOREDOXIN 1                                
2fch-F,10.5,2.3,95,106,19,THIOREDOXIN 1                                
3ziv-B,10.5,2,92,104,22,AECA THIOREDOXIN                             
1nsw-B,10.5,2.3,96,105,19,THIOREDOXIN                                  
6ckp-A,10.5,2.2,95,119,22,THIOREDOXIN                                  
6esx-A,10.5,2.3,95,111,23,THIOREDOXIN 1                                
1nsw-D,10.5,2.4,98,105,19,THIOREDOXIN                                  
4j57-F,10.5,2.3,95,103,15,THIOREDOXIN REDUCTASE 2                      
5hr1-B,10.5,2.3,94,107,18,THIOREDOXIN-1                                
4v2m-A,10.5,2.5,94,105,20,THIOREDOXIN                                  
5hr0-B,10.5,2.5,96,107,19,THIOREDOXIN                                  
3pin-A,10.5,2.4,96,104,19,THIOREDOXIN-2                                
4j57-E,10.5,2.3,95,103,15,THIOREDOXIN REDUCTASE 2                      
4dss-B,10.5,2.3,94,104,21,PEROXIREDOXIN TYPE-2                         
4j56-E,10.5,2.4,96,105,13,THIOREDOXIN REDUCTASE 2                      
3e3e-A,10.5,2.3,94,105,17,THIOREDOXIN                                  
5g31-A,10.5,2.4,95,105,21,THIOREDOXIN                                  
7bvv-B,10.5,2.3,94,104,20,PEROXIREDOXIN AHP1                           
5g30-A,10.5,2.5,96,105,20,THIOREDOXIN                                  
6h7n-E,10.5,2.2,95,107,15,THIOREDOXIN 1                                
6i19-A,10.5,2.1,96,111,22,THIOREDOXIN H-TYPE                           
4aj7-A,10.5,2.5,94,105,20,THIOREDOXIN                                  
2iwt-A,10.5,2.5,98,108,21,THIOREDOXIN H ISOFORM 2                      
1qk8-A,10.5,3.2,124,143,15,TRYPAREDOXIN-I                               
1sl0-D,10.5,2.3,95,105,17,5'-                                           
1syr-G,10.5,2.5,94,102,13,THIOREDOXIN                                  
1keb-A,10.5,2.2,95,108,16,THIOREDOXIN 1                                
1nw2-B,10.5,2.4,96,105,20,THIOREDOXIN                                  
3zzx-A,10.5,2.5,94,105,20,THIOREDOXIN                                  
1syr-A,10.5,2.3,92,103,13,THIOREDOXIN                                  
1syr-J,10.5,2.3,92,102,13,THIOREDOXIN                                  
3ul3-B,10.4,2.1,91,103,12,THIOREDOXIN                                  
5hr1-F,10.4,2.3,93,106,18,THIOREDOXIN-1                                
2voc-A,10.4,2.3,95,110,20,THIOREDOXIN                                  
3dxb-C,10.4,2.2,94,211,18,THIOREDOXIN N-TERMINALLY FUSED TO PUF60(UHM) 
1t00-A,10.4,2.3,96,112,22,THIOREDOXIN                                  
4v2l-A,10.4,2.3,95,105,21,THIOREDOXIN                                  
4aj6-A,10.4,2.4,96,105,20,THIOREDOXIN                                  
4aj7-B,10.4,2.5,95,105,21,THIOREDOXIN                                  
4v2n-B,10.4,2.5,95,105,20,THIOREDOXIN                                  
2hxk-A,10.4,2.7,96,105,20,THIOREDOXIN                                  
2ifq-A,10.4,2.6,96,105,19,THIOREDOXIN                                  
6h7l-E,10.4,2.3,96,107,15,THIOREDOXIN 1                                
4v2l-B,10.4,2.3,96,105,19,THIOREDOXIN                                  
2xbq-A,10.4,2.5,95,105,18,THIOREDOXIN                                  
2vm1-C,10.4,2.2,97,113,26,THIOREDOXIN H ISOFORM 1.                     
2pvo-C,10.4,2.2,94,111,21,"FERREDOXIN-THIOREDOXIN REDUCTASE, CATALYTIC C "
6h7o-F,10.4,2.3,95,107,15,THIOREDOXIN 1                                
6h7m-E,10.4,2.4,96,107,15,THIOREDOXIN 1                                
6x0b-A,10.4,2.1,95,116,22,THIOREDOXIN H                                
1f9m-A,10.4,2.3,95,112,23,THIOREDOXIN F                                
4pob-A,10.4,2.2,95,107,21,THIOREDOXIN                                  
3f3q-A,10.4,2.4,95,109,23,THIOREDOXIN-1                                
4xvw-L,10.4,2.2,92,176,17,DSBA-LIKE PROTEIN                            
2l4q-A,10.4,2.1,97,116,19,THIOREDOXIN                                  
6g61-A,10.3,2.3,98,111,19,"THIOREDOXIN O1, MITOCHONDRIAL                "
4i8b-A,10.3,2.3,95,105,18,THIOREDOXIN                                  
4j56-F,10.3,2.4,96,105,13,THIOREDOXIN REDUCTASE 2                      
3d21-B,10.3,2.6,98,111,24,THIOREDOXIN H-TYPE                           
4j56-G,10.3,2.4,96,105,13,THIOREDOXIN REDUCTASE 2                      
4v2m-B,10.3,2.3,94,105,21,THIOREDOXIN                                  
4j56-H,10.3,2.4,96,105,13,THIOREDOXIN REDUCTASE 2                      
3d21-A,10.3,2.6,98,111,24,THIOREDOXIN H-TYPE                           
4puf-D,10.3,2.3,94,112,20,E3 UBIQUITIN-PROTEIN LIGASE SLRP             
4aj8-A,10.3,2.5,94,105,20,THIOREDOXIN                                  
6h7k-F,10.3,2.3,95,108,15,THIOREDOXIN 1                                
6q6t-A,10.3,2.2,96,110,21,THIOREDOXIN H-TYPE                           
6nup-A,10.3,2,92,112,13,THIOREDOXIN                                  
4xvw-O,10.3,2.5,106,220,18,DSBA-LIKE PROTEIN                            
4xvw-C,10.3,2.4,106,222,19,DSBA-LIKE PROTEIN                            
2bto-T,10.2,2.4,94,103,19,TUBULIN BTUBA                                
2h75-B,10.2,2.4,97,108,16,THIOREDOXIN                                  
1dby-A,10.2,2.2,96,107,18,CHLOROPLAST THIOREDOXIN M CH2                
2h6x-B,10.2,2.3,96,108,17,THIOREDOXIN                                  
2h71-B,10.2,2.3,96,107,19,THIOREDOXIN                                  
2h76-B,10.2,2.4,95,107,19,THIOREDOXIN                                  
2h6z-B,10.2,2.4,96,108,17,THIOREDOXIN                                  
4v2n-A,10.2,2.3,95,105,21,THIOREDOXIN                                  
2h70-B,10.2,2.4,95,107,17,THIOREDOXIN                                  
6gnd-F,10.2,1.9,88,90,11,THIOREDOXIN REDUCTASE                        
6gnd-B,10.2,2,90,93,11,THIOREDOXIN REDUCTASE                        
3zzx-B,10.2,2.2,94,105,21,THIOREDOXIN                                  
2xbq-B,10.2,2.5,95,105,18,THIOREDOXIN                                  
2xbi-A,10.2,2.3,95,108,18,THIOREDOXIN                                  
2hrn-A,10.2,2.8,128,173,17,"SCO1 PROTEIN HOMOLOG, MITOCHONDRIAL          "
6h7m-F,10.2,2.3,95,107,15,THIOREDOXIN 1                                
6h7n-F,10.2,2.3,95,107,15,THIOREDOXIN 1                                
3qdn-B,10.2,2.2,95,280,13,PUTATIVE THIOREDOXIN PROTEIN                 
1ti3-A,10.2,2.2,98,113,26,THIOREDOXIN H                                
4xvw-A,10.2,2.4,105,222,19,DSBA-LIKE PROTEIN                            
6ghb-D,10.2,2.3,99,267,14,REGULATORY PROTEIN SPX                       
2h74-B,10.1,2.4,96,108,20,THIOREDOXIN                                  
3dxb-B,10.1,2.2,94,211,18,THIOREDOXIN N-TERMINALLY FUSED TO PUF60(UHM) 
2l5l-A,10.1,2.2,98,136,18,THIOREDOXIN                                  
1f6m-D,10.1,2.5,97,108,15,THIOREDOXIN REDUCTASE                        
1f6m-H,10.1,2.4,96,108,16,THIOREDOXIN REDUCTASE                        
3hz4-B,10.1,2.3,97,120,23,THIOREDOXIN                                  
6g62-A,10.1,2.2,98,115,17,"THIOREDOXIN O2, MITOCHONDRIAL                "
6lur-F,10.1,2.3,95,211,17,"THIOREDOXIN 1,POLY(U)-BINDING-SPLICING FACTOR "
3f3r-B,10.1,2.3,94,104,18,THIOREDOXIN-1                                
1r26-A,10.1,2.3,96,113,19,THIOREDOXIN                                  
4i8b-B,10.1,2.4,95,105,19,THIOREDOXIN                                  
4puf-C,10.1,2.4,97,112,19,E3 UBIQUITIN-PROTEIN LIGASE SLRP             
2wz9-A,10.1,2.2,97,120,22,GLUTAREDOXIN-3                               
1f9m-B,10.1,2.4,97,112,22,THIOREDOXIN F                                
2pu9-C,10.1,2.7,95,111,21,"FERREDOXIN-THIOREDOXIN REDUCTASE, CATALYTIC C "
1quw-A,10.1,2.1,94,105,19,THIOREDOXIN                                  
4xvw-B,10.1,2.3,105,220,18,DSBA-LIKE PROTEIN                            
5nyl-A,10,2.8,100,119,18,THIOREDOXIN-LIKE PROTEIN 2.1                 
6mos-A,10,2,84,89,14,THIOREDOXIN                                  
1f6m-C,10,2.3,96,108,16,THIOREDOXIN REDUCTASE                        
1f6m-G,10,2.3,96,108,16,THIOREDOXIN REDUCTASE                        
2h6y-B,10,2.3,94,107,17,THIOREDOXIN                                  
6h7j-F,10,2.4,94,106,15,THIOREDOXIN 1                                
4aj8-B,10,2.3,94,105,21,THIOREDOXIN                                  
4ef0-B,10,2.1,93,115,13,PROTEIN DISULFIDE-ISOMERASE A6               
2j23-B,10,2.3,95,112,20,THIOREDOXIN                                  
6h7l-F,10,2.5,95,107,16,THIOREDOXIN 1                                
2h72-B,10,2.4,96,107,17,THIOREDOXIN                                  
6i1c-A,10,2.7,96,108,20,THIOREDOXIN F2                               
3wgd-G,10,2.1,93,109,13,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
2xc2-A,10,2.6,95,110,19,THIOREDOXINN                                 
2vm2-C,10,2.1,92,110,27,THIOREDOXIN H ISOFORM 1.                     
6lyx-A,10,2.5,99,117,20,"THIOREDOXIN-LIKE 2-1, CHLOROPLASTIC          "
4xvw-K,10,2.3,105,220,18,DSBA-LIKE PROTEIN                            
4xvw-F,10,2.4,106,222,19,DSBA-LIKE PROTEIN                            
2f51-B,10,2.5,96,111,19,THIOREDOXIN                                  
6lyx-B,9.9,2.5,100,122,18,"THIOREDOXIN-LIKE 2-1, CHLOROPLASTIC          "
2j23-A,9.9,2.4,96,115,20,THIOREDOXIN                                  
6n7w-I,9.9,2.3,96,106,18,DNA-DIRECTED DNA POLYMERASE                  
3apq-B,9.9,2,93,201,16,DNAJ HOMOLOG SUBFAMILY C MEMBER 10           
3f3r-A,9.9,2.3,94,106,18,THIOREDOXIN-1                                
5idr-E,9.9,2.2,104,221,18,DSBA-LIKE PROTEIN                            
5id4-A,9.9,2.4,105,221,19,DSBA-LIKE PROTEIN                            
2rm6-A,9.9,3,123,167,9,GLUTATHIONE PEROXIDASE-LIKE PROTEIN          
6lyw-A,9.9,2.6,100,121,18,"THIOREDOXIN-LIKE 2-1, CHLOROPLASTIC          "
2f51-A,9.9,2,94,111,19,THIOREDOXIN                                  
4xvw-P,9.9,2.7,107,222,19,DSBA-LIKE PROTEIN                            
2i1u-A,9.8,2.3,91,108,21,THIOREDOXIN                                  
2mmo-A,9.8,2.5,94,103,13,THIOREDOXIN                                  
4ef0-A,9.8,2.1,93,115,13,PROTEIN DISULFIDE-ISOMERASE A6               
4f9z-C,9.8,2.8,96,219,11,ENDOPLASMIC RETICULUM RESIDENT PROTEIN 27    
3wgd-H,9.8,2.2,93,110,13,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
