No,Hit,Z-score,rmsd,lali,nres,%id,Description,,,,,,
624,3f8u-A,8.3,3.1,101,469,14,PROTEIN,DISULFIDE-ISOMERASE,A3ERP57,,,,
625,3evi-B,8.3,2.9,95,118,17,PHOSDUCIN-LIKE,PROTEIN,2,,,,
626,4tly-A,8.3,3.2,105,346,13,CALSEQUESTRIN,,,,,,
627,5kn1-A,8.3,3.2,105,346,13,CALSEQUESTRIN,,,,,,
628,5jwo-B,8.3,2.3,84,88,7,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
629,4nwy-D,8.3,3,98,123,7,PROTEIN,DISULFIDE-ISOMERASE-LIKE,PROTEIN,OF,THE,T,
630,4nwy-C,8.3,3,98,124,8,PROTEIN,DISULFIDE-ISOMERASE-LIKE,PROTEIN,OF,THE,T,
631,4ma9-A,8.3,2.5,100,163,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
632,4xvw-R,8.3,2,87,218,20,DSBA-LIKE,PROTEIN,,,,,
633,3cyn-C,8.3,2.7,103,176,11,PROBABLE,GLUTATHIONE,PEROXIDASE,8,,,
634,6krm-H,8.3,2.6,103,244,17,PEROXIREDOXIN,,,,,,
635,3wt2-A,8.3,3,100,242,17,PROTEIN,DISULFIDE-ISOMERASE,,,,,
636,3wt2-C,8.3,3.1,100,242,17,PROTEIN,DISULFIDE-ISOMERASE,,,,,
637,2l5o-A,8.2,2.5,96,150,22,PUTATIVE,THIOREDOXIN,,,,,
638,3kcm-E,8.2,2.6,97,141,22,THIOREDOXIN,FAMILY,PROTEIN,,,,
639,5dvb-A,8.2,2.5,100,199,13,TSA2P,,,,,,
640,6mza-A,8.2,2.5,95,134,12,THIOREDOXIN,,,,,,
641,3raz-A,8.2,2.3,92,135,21,THIOREDOXIN-RELATED,PROTEIN,,,,,
642,3d6i-B,8.2,2.7,92,107,18,MONOTHIOL,GLUTAREDOXIN-3,,,,,
643,2kp2-A,8.2,2.8,102,133,13,PROTEIN,DISULFIDE-ISOMERASE,,,,,
644,5d93-D,8.2,2.9,98,235,15,SULFHYDRYL,OXIDASE,1,,,,
645,3evi-A,8.2,3,95,118,16,PHOSDUCIN-LIKE,PROTEIN,2,,,,
646,4xra-A,8.2,2.5,100,168,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
647,3e0u-A,8.2,3.2,108,153,7,GLUTATHIONE,PEROXIDASE,,,,,
648,2in3-A,8.2,2.7,86,204,16,HYPOTHETICAL,PROTEIN,,,,,
649,4xvw-N,8.2,1.9,87,220,20,DSBA-LIKE,PROTEIN,,,,,
650,6krk-J,8.2,2.6,103,244,17,PEROXIREDOXIN,,,,,,
651,6gww-A,8.2,2.7,104,215,15,PEROXIREDOXIN,,,,,,
652,3wt2-B,8.2,3.1,98,242,12,PROTEIN,DISULFIDE-ISOMERASE,,,,,
653,3kcm-A,8.1,2.5,95,139,23,THIOREDOXIN,FAMILY,PROTEIN,,,,
654,2he3-A,8.1,2.7,108,185,8,GLUTATHIONE,PEROXIDASE,2,,,,
655,6gnd-H,8.1,2.4,80,82,11,THIOREDOXIN,REDUCTASE,,,,,
656,5dvb-H,8.1,2.6,100,171,13,TSA2P,,,,,,
657,3cxg-B,8.1,2.9,96,122,17,PUTATIVE,THIOREDOXIN,,,,,
658,3uem-A,8.1,2.9,99,358,10,PROTEIN,DISULFIDE-ISOMERASE,,,,,
659,5cyy-B,8.1,2.6,100,328,23,PROTEIN,DIPZ,,,,,
660,4tly-C,8.1,3.3,104,346,13,CALSEQUESTRIN,,,,,,
661,5io2-A,8.1,2.7,100,158,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
662,1rqm-A,8.1,2.8,95,105,20,THIOREDOXIN,,,,,,
663,4tve-A,8.1,3.1,95,263,12,NAUMOVOZYMA,DAIRENENSIS,EPS1P,,,,
664,4tw5-C,8.1,3.2,99,264,14,EPS1P,,,,,,
665,1x5d-A,8.1,2.8,98,133,13,PROTEIN,DISULFIDE-ISOMERASE,A6,,,,
666,6iev-C,8.1,2.7,92,105,20,DESIGNED,PROTEIN,,,,,
667,5jyt-A,8.1,2.9,91,106,8,CIRCADIAN,CLOCK,PROTEIN,KAIB,,,
668,4grf-A,8.1,2.5,92,140,21,PUTATIVE,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,
669,6i7s-A,8.1,3,95,461,20,PROTEIN,DISULFIDE-ISOMERASE,,,,,
670,3kcm-B,8,2.5,95,141,23,THIOREDOXIN,FAMILY,PROTEIN,,,,
671,3kcm-F,8,2.5,95,138,23,THIOREDOXIN,FAMILY,PROTEIN,,,,
672,3erw-C,8,2.4,91,130,19,SPORULATION,THIOL-DISULFIDE,OXIDOREDUCTASE,A,,,
673,2ec4-A,8,2.8,115,171,10,FAS-ASSOCIATED,FACTOR,1,,,,
674,3fk8-A,8,3.2,105,131,23,DISULPHIDE,ISOMERASE,,,,,
675,2hyx-D,8,2.4,96,329,23,PROTEIN,DIPZ,,,,,
676,2ajq-I,8,2.9,97,105,19,DNA,PRIMER,,,,,
677,4bwq-C,8,3,98,133,15,THIOREDOXIN-LIKE,PROTEIN,4A,,,,
678,4bws-D,8,3,98,133,15,THIOREDOXIN-LIKE,PROTEIN,4A,,,,
679,2l6d-A,8,2.9,91,104,23,THIOREDOXIN,,,,,,
680,4bwq-A,8,3,98,134,15,THIOREDOXIN-LIKE,PROTEIN,4A,,,,
681,5dvb-D,8,2.6,102,170,13,TSA2P,,,,,,
682,3w6g-T,8,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
683,2obi-A,8,2.9,104,165,7,PHOSPHOLIPID,HYDROPEROXIDE,GLUTATHIONE,,,,
684,3cyn-A,8,2.7,102,174,11,PROBABLE,GLUTATHIONE,PEROXIDASE,8,,,
685,3cyn-B,8,2.8,104,173,11,PROBABLE,GLUTATHIONE,PEROXIDASE,8,,,
686,3kij-C,8,2.5,101,168,11,PROBABLE,GLUTATHIONE,PEROXIDASE,8,,,
687,6ts2-B,8,2.7,95,1120,6,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
688,1qgv-A,8,2.7,95,130,15,SPLICEOSOMAL,PROTEIN,U5-15KD,,,,
689,1syx-A,8,3,98,135,15,SPLICEOSOMAL,U5,SNRNP-SPECIFIC,15,KDA,PROTEIN,
690,5l71-A,8,2.9,104,165,8,PHOSPHOLIPID,HYDROPEROXIDE,GLUTATHIONE,PEROXIDASE,,,
691,3erw-F,8,2.6,92,131,20,SPORULATION,THIOL-DISULFIDE,OXIDOREDUCTASE,A,,,
692,1gp1-B,8,2.7,106,184,9,GLUTATHIONE,PEROXIDASE,,,,,
693,2b1l-A,8,2.7,94,128,22,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBE,,,
694,2b1l-B,8,2.7,94,129,22,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBE,,,
695,5h5q-A,8,3.1,104,165,5,PHOSPHOLIPID,HYDROPEROXIDE,GLUTATHIONE,PEROXIDASE,,,
696,5h5s-A,8,3,106,164,6,PHOSPHOLIPID,HYDROPEROXIDE,GLUTATHIONE,PEROXIDASE,,,
697,5gu6-A,8,2.9,97,377,15,ENDOPLASMIC,RETICULUM,RESIDENT,PROTEIN,44,,
698,6iev-A,8,3,97,111,19,DESIGNED,PROTEIN,,,,,
699,5iph-A,8,2.7,97,157,11,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
700,5jyv-B,8,2.5,88,106,6,TWO-COMPONENT,SENSOR,HISTIDINE,KINASE,,,
701,1gp1-A,8,2.7,108,184,11,GLUTATHIONE,PEROXIDASE,,,,,
702,6feu-E,8,2.7,104,215,16,PEROXIREDOXIN,,,,,,
703,6ali-A,8,2.9,97,128,16,THIOREDOXIN,,,,,,
704,2r2j-A,8,2.8,93,328,16,THIOREDOXIN,DOMAIN-CONTAINING,PROTEIN,4,,,
705,2i9h-A,8,2.9,92,103,15,THIOREDOXIN,I,,,,,
706,2ruf-A,8,2.6,95,121,18,PROTEIN,DISULFIDE-ISOMERASE,,,,,
707,3hdc-A,7.9,2.4,94,150,20,THIOREDOXIN,FAMILY,PROTEIN,,,,
708,3kcm-C,7.9,2.5,95,139,23,THIOREDOXIN,FAMILY,PROTEIN,,,,
709,3erw-A,7.9,2.4,91,134,19,SPORULATION,THIOL-DISULFIDE,OXIDOREDUCTASE,A,,,
710,5kbc-A,7.9,3.3,95,195,11,DSBA,,,,,,
711,2hyx-A,7.9,2.6,100,333,23,PROTEIN,DIPZ,,,,,
712,2lrc-A,7.9,3.2,92,108,24,PROBABLE,THIOREDOXIN,,,,,
713,3cxg-A,7.9,2.9,95,122,17,PUTATIVE,THIOREDOXIN,,,,,
714,2hyx-B,7.9,2.4,96,328,23,PROTEIN,DIPZ,,,,,
715,3erw-B,7.9,2.4,91,134,19,SPORULATION,THIOL-DISULFIDE,OXIDOREDUCTASE,A,,,
716,3w6g-A,7.9,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
717,1syx-E,7.9,3,98,135,15,SPLICEOSOMAL,U5,SNRNP-SPECIFIC,15,KDA,PROTEIN,
718,4bwq-G,7.9,2.8,94,134,15,THIOREDOXIN-LIKE,PROTEIN,4A,,,,
719,4bws-A,7.9,3,98,133,15,THIOREDOXIN-LIKE,PROTEIN,4A,,,,
720,6eez-D,7.9,2.7,87,181,11,DSBA-LIKE,DISULFIDE,OXIDOREDUCTASE,,,,
721,5gan-D,7.9,2.7,98,140,11,SACCHAROMYCES,CEREVISIAE,STRAIN,UOA_M2,CHROMOSOME,,
722,3w6g-D,7.9,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
723,3w6g-O,7.9,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
724,3w6g-B,7.9,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
725,3w6g-F,7.9,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
726,3w6g-R,7.9,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
727,3w6g-P,7.9,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
728,6iu1-D,7.9,2.6,103,214,16,PEROXIREDOXIN,,,,,,
729,5xbr-A,7.9,2.6,102,211,16,PEROXIREDOXIN,,,,,,
730,6iu1-C,7.9,2.6,103,214,16,PEROXIREDOXIN,,,,,,
731,3w6g-N,7.9,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
732,6iu1-K,7.9,2.7,104,214,15,PEROXIREDOXIN,,,,,,
733,2f8a-B,7.9,3,107,184,11,GLUTATHIONE,PEROXIDASE,1,,,,
734,2av4-A,7.9,3,99,135,13,THIOREDOXIN-LIKE,PROTEIN,4A,(DIM1),,,
735,2yp6-A,7.9,2.5,94,143,19,THIOREDOXIN,FAMILY,PROTEIN,,,,
736,1qmv-G,7.9,2.8,104,197,15,PEROXIREDOXIN-2,,,,,,
737,3kij-B,7.9,2.7,103,171,11,PROBABLE,GLUTATHIONE,PEROXIDASE,8,,,
738,3sbc-G,7.9,2.9,104,195,14,PEROXIREDOXIN,TSA1,,,,,
739,6hkq-A,7.9,2.9,105,166,4,PHOSPHOLIPID,HYDROPEROXIDE,GLUTATHIONE,PEROXIDASE,,,
740,3sbc-H,7.9,2.7,103,195,15,PEROXIREDOXIN,TSA1,,,,,
741,3kij-A,7.9,2.5,101,171,11,PROBABLE,GLUTATHIONE,PEROXIDASE,8,,,
742,3sbc-F,7.9,2.8,102,194,15,PEROXIREDOXIN,TSA1,,,,,
743,5cre-A,7.9,3,104,347,13,CALSEQUESTRIN-1,,,,,,
744,2ls5-A,7.9,2.8,99,159,16,UNCHARACTERIZED,PROTEIN,,,,,
745,4tly-B,7.9,3.1,102,345,13,CALSEQUESTRIN,,,,,,
746,5kn3-A,7.9,3.3,105,347,12,CALSEQUESTRIN,,,,,,
747,5kn1-B,7.9,3.3,103,348,14,CALSEQUESTRIN,,,,,,
748,5kn1-C,7.9,3.3,102,348,13,CALSEQUESTRIN,,,,,,
749,3g9b-A,7.9,3,99,148,14,DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE-PROTEIN,,,,,,
750,5jcg-C,7.9,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
751,6ts2-C,7.9,2.7,95,1113,6,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
752,5ucx-H,7.9,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
753,5ucx-F,7.9,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
754,5ucx-D,7.9,2.9,104,195,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
755,5io0-A,7.9,2.7,98,157,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
756,4xrd-D,7.9,2.6,103,167,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
757,4xs8-C,7.9,2.6,101,163,9,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
758,4xrd-C,7.9,2.6,103,171,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
759,4mab-A,7.9,2.7,102,165,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
760,5b8b-C,7.9,2.5,100,166,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
761,5b8b-B,7.9,2.5,99,163,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
762,1z5y-E,7.9,2.4,91,136,21,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBD,,,
763,2gs3-A,7.9,2.9,104,171,5,PHOSPHOLIPID,HYDROPEROXIDE,GLUTATHIONE,PEROXIDASE,,,
764,3ia1-A,7.9,2.5,92,143,25,THIO-DISULFIDE,ISOMERASE/THIOREDOXIN,,,,,
765,2kp1-A,7.9,2.8,97,121,18,PROTEIN,DISULFIDE-ISOMERASE,,,,,
766,2djj-A,7.9,2.4,89,121,19,PROTEIN,DISULFIDE-ISOMERASE,,,,,
767,4ekz-A,7.9,2.8,97,469,19,PROTEIN,DISULFIDE-ISOMERASE,,,,,
768,5hqp-D,7.9,2.7,94,204,16,PEROXIREDOXIN-4,,,,,,
769,2diz-A,7.9,2.9,96,117,16,THIOREDOXIN,DOMAIN-CONTAINING,PROTEIN,5,,,
770,2hyx-C,7.8,2.4,96,333,23,PROTEIN,DIPZ,,,,,
771,5hr1-G,7.8,2.3,73,76,22,THIOREDOXIN-1,,,,,,
772,3erw-D,7.8,2.4,91,134,18,SPORULATION,THIOL-DISULFIDE,OXIDOREDUCTASE,A,,,
773,4bwq-E,7.8,2.9,94,134,15,THIOREDOXIN-LIKE,PROTEIN,4A,,,,
774,1xbs-A,7.8,2.7,95,137,15,DIM1-LIKE,PROTEIN,,,,,
775,2yp6-B,7.8,2.6,93,143,19,THIOREDOXIN,FAMILY,PROTEIN,,,,
776,3gix-A,7.8,3,99,141,15,THIOREDOXIN-LIKE,PROTEIN,4B,,,,
777,3w6g-M,7.8,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
778,3tkp-A,7.8,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
779,2yp6-D,7.8,2.5,94,143,19,THIOREDOXIN,FAMILY,PROTEIN,,,,
780,3w6g-L,7.8,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
781,3w6g-K,7.8,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
782,3w6g-I,7.8,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
783,3w6g-E,7.8,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
784,6iu1-Q,7.8,2.5,102,214,16,PEROXIREDOXIN,,,,,,
785,6iu1-P,7.8,2.5,101,215,16,PEROXIREDOXIN,,,,,,
786,3erw-E,7.8,2.4,91,134,19,SPORULATION,THIOL-DISULFIDE,OXIDOREDUCTASE,A,,,
787,6iu1-G,7.8,2.6,103,214,16,PEROXIREDOXIN,,,,,,
788,3w6g-S,7.8,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
789,6iu1-T,7.8,2.7,104,214,15,PEROXIREDOXIN,,,,,,
790,6iu1-S,7.8,2.6,103,214,16,PEROXIREDOXIN,,,,,,
791,3w6g-G,7.8,2.6,103,214,17,PROBABLE,PEROXIREDOXIN,,,,,
792,3w6g-Q,7.8,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
793,6iu1-R,7.8,2.7,103,215,16,PEROXIREDOXIN,,,,,,
794,6iu1-I,7.8,2.6,103,214,16,PEROXIREDOXIN,,,,,,
795,3erw-G,7.8,2.4,91,133,20,SPORULATION,THIOL-DISULFIDE,OXIDOREDUCTASE,A,,,
796,6iu1-L,7.8,2.8,104,214,15,PEROXIREDOXIN,,,,,,
797,6iu1-N,7.8,2.5,102,214,16,PEROXIREDOXIN,,,,,,
798,3w6g-C,7.8,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
799,3sbc-I,7.8,2.9,103,195,15,PEROXIREDOXIN,TSA1,,,,,
800,5zwo-E,7.8,3,99,138,11,PRE-MRNA-SPLICING,FACTOR,8,,,,
801,3w6g-J,7.8,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
802,1qmv-J,7.8,2.9,104,197,15,PEROXIREDOXIN-2,,,,,,
803,1qmv-E,7.8,2.9,104,197,15,PEROXIREDOXIN-2,,,,,,
804,3tkr-A,7.8,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
805,5xbq-G,7.8,2.5,102,214,16,PEROXIREDOXIN,,,,,,
806,3sbc-D,7.8,2.9,102,194,15,PEROXIREDOXIN,TSA1,,,,,
807,3tkr-E,7.8,2.8,104,197,13,PEROXIREDOXIN-4,,,,,,
808,3tkr-F,7.8,2.8,104,197,13,PEROXIREDOXIN-4,,,,,,
809,3tkr-J,7.8,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
810,1qmv-H,7.8,2.6,102,197,16,PEROXIREDOXIN-2,,,,,,
811,3sbc-A,7.8,2.8,101,195,15,PEROXIREDOXIN,TSA1,,,,,
812,3sbc-J,7.8,2.9,102,195,15,PEROXIREDOXIN,TSA1,,,,,
813,5xbq-H,7.8,2.5,102,214,16,PEROXIREDOXIN,,,,,,
814,3tkp-E,7.8,2.6,102,196,14,PEROXIREDOXIN-4,,,,,,
815,5xbq-L,7.8,2.5,102,214,16,PEROXIREDOXIN,,,,,,
816,3tkr-G,7.8,2.6,102,195,14,PEROXIREDOXIN-4,,,,,,
817,5cyy-A,7.8,2.6,100,333,23,PROTEIN,DIPZ,,,,,
818,6dnu-A,7.8,3.2,100,116,25,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBD,,,
819,5d8i-A,7.8,3,99,237,17,SULFHYDRYL,OXIDASE,1,,,,
820,5crg-B,7.8,2.9,92,354,11,CALSEQUESTRIN-1,,,,,,
821,3sbc-B,7.8,3,102,197,15,PEROXIREDOXIN,TSA1,,,,,
822,5crd-A,7.8,3.3,104,348,13,CALSEQUESTRIN-1,,,,,,
823,6hf1-D,7.8,3,99,238,16,SULFHYDRYL,OXIDASE,1,,,,
824,6hf1-A,7.8,3,96,238,17,SULFHYDRYL,OXIDASE,1,,,,
825,5jcg-D,7.8,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
826,5crh-B,7.8,3.2,102,353,14,CALSEQUESTRIN-1,,,,,,
827,4xvw-X,7.8,2.3,88,222,19,DSBA-LIKE,PROTEIN,,,,,
828,5iny-A,7.8,2.7,98,158,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
829,6dnu-B,7.8,3.2,99,117,25,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBD,,,
830,4xs8-D,7.8,2.7,102,164,9,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
831,4mab-D,7.8,2.5,100,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
832,5uka-D,7.8,2.8,102,164,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
833,5uka-C,7.8,3,104,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
834,5y63-E,7.8,2.9,104,165,12,ALKYL,HYDROPEROXIDE,"REDUCTASE,",C,SUBUNIT,,
835,4xrd-E,7.8,2.7,100,166,12,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
836,5b8b-E,7.8,2.6,101,166,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
837,5b8b-H,7.8,2.5,99,167,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
838,6iev-B,7.8,3,96,105,19,DESIGNED,PROTEIN,,,,,
839,5b8b-F,7.8,2.6,100,167,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
840,5b8b-G,7.8,3,105,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
841,5b8b-D,7.8,2.9,105,164,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
842,5b8b-I,7.8,3,105,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
843,2z9s-E,7.8,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
844,2f8a-A,7.8,2.8,105,186,11,GLUTATHIONE,PEROXIDASE,1,,,,
845,5cyy-C,7.8,2.6,100,333,23,PROTEIN,DIPZ,,,,,
846,5cyy-D,7.8,2.4,96,331,23,PROTEIN,DIPZ,,,,,
847,5b6n-C,7.8,2.7,104,217,13,PEROXIREDOXIN-6,,,,,,
848,3a2v-A,7.8,2.6,103,243,18,PROBABLE,PEROXIREDOXIN,,,,,
849,6ne8-A,7.7,2.8,97,145,12,THIOREDOXIN-LIKE,FOLD,DOMAIN-CONTAINING,PROTEIN,M,,
850,2c1y-A,7.7,3,99,231,8,WINDBEUTEL,PROTEIN,,,,,
851,1uc7-A,7.7,3.1,99,124,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBD,,,
852,3ia1-B,7.7,2.6,92,142,25,THIO-DISULFIDE,ISOMERASE/THIOREDOXIN,,,,,
853,6lur-A,7.7,2.4,96,211,19,THIOREDOXIN,"1,POLY(U)-BINDING-SPLICING",FACTOR,PUF,,,
854,5gap-D,7.7,2.7,98,140,11,U4,"SNRNA,",5',"REGION,",NUCLEOTIDES,Jan-67,
855,1syx-C,7.7,2.9,95,135,15,SPLICEOSOMAL,U5,SNRNP-SPECIFIC,15,KDA,PROTEIN,
856,2yp6-C,7.7,2.5,93,143,19,THIOREDOXIN,FAMILY,PROTEIN,,,,
857,3w6g-H,7.7,2.5,102,214,17,PROBABLE,PEROXIREDOXIN,,,,,
858,6iu1-M,7.7,2.6,103,214,16,PEROXIREDOXIN,,,,,,
859,6iu1-E,7.7,2.6,103,214,16,PEROXIREDOXIN,,,,,,
860,6iu1-A,7.7,2.6,103,214,16,PEROXIREDOXIN,,,,,,
861,5xbq-A,7.7,2.5,102,214,16,PEROXIREDOXIN,,,,,,
862,6iu1-O,7.7,2.5,101,214,16,PEROXIREDOXIN,,,,,,
863,6iu0-A,7.7,2.7,103,215,17,PEROXIREDOXIN,,,,,,
864,4mh2-B,7.7,2.9,102,165,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
865,4mh2-C,7.7,2.9,102,164,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
866,4mh2-K,7.7,2.9,102,164,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
867,4mh2-J,7.7,2.9,102,163,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
868,4mh2-H,7.7,2.9,102,163,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
869,4ka0-A,7.7,2.4,93,143,17,PUTATIVE,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,
870,3tkr-D,7.7,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
871,3sbc-C,7.7,2.9,103,196,15,PEROXIREDOXIN,TSA1,,,,,
872,3tkr-H,7.7,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
873,5xbq-D,7.7,2.5,102,214,16,PEROXIREDOXIN,,,,,,
874,1qmv-F,7.7,2.6,102,197,16,PEROXIREDOXIN-2,,,,,,
875,1zye-K,7.7,2.8,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
876,3tkr-C,7.7,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
877,1zye-H,7.7,2.8,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
878,3tkq-D,7.7,2.6,102,165,14,PEROXIREDOXIN-4,,,,,,
879,3tkr-I,7.7,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
880,5xbq-C,7.7,2.5,102,214,16,PEROXIREDOXIN,,,,,,
881,5xbq-E,7.7,2.5,102,214,16,PEROXIREDOXIN,,,,,,
882,5xbq-J,7.7,2.5,102,214,16,PEROXIREDOXIN,,,,,,
883,3uom-F,7.7,3.1,102,350,14,CALSEQUESTRIN-1,,,,,,
884,1zye-L,7.7,2.8,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
885,1qmv-I,7.7,2.6,102,197,16,PEROXIREDOXIN-2,,,,,,
886,4hqz-A,7.7,2.6,94,141,19,THIOREDOXIN,FAMILY,PROTEIN,,,,
887,5d96-A,7.7,2.8,96,237,16,SULFHYDRYL,OXIDASE,1,,,,
888,3trq-A,7.7,2.9,92,353,12,CALSEQUESTRIN-1,,,,,,
889,5d93-A,7.7,2.8,96,240,17,SULFHYDRYL,OXIDASE,1,,,,
890,1b9x-C,7.7,3,97,169,18,PROTEIN,(TRANSDUCIN),,,,,
891,5kn2-A,7.7,3.2,101,352,12,CALSEQUESTRIN,,,,,,
892,3g7y-A,7.7,3,100,153,13,DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE-PROTEIN,,,,,,
893,2trc-P,7.7,3,97,217,18,TRANSDUCIN,,,,,,
894,4ip1-A,7.7,3,96,121,19,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBD,,,
895,4ip6-A,7.7,3,97,121,19,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBD,,,
896,4xcs-A,7.7,2.8,102,179,16,PEROXIREDOXIN-1,,,,,,
897,3trp-A,7.7,2.8,91,353,11,CALSEQUESTRIN-1,,,,,,
898,1sji-B,7.7,2.9,92,349,10,"CALSEQUESTRIN,",CARDIAC,MUSCLE,ISOFORM,,,
899,5gu7-C,7.7,2.8,96,367,17,ENDOPLASMIC,RETICULUM,RESIDENT,PROTEIN,44,,
900,1n8j-J,7.7,2.5,100,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
901,4xts-B,7.7,2.6,98,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
902,4m8g-A,7.7,3,100,139,12,TUMOR,SUPPRESSOR,CANDIDATE,3,,,
